# Auto-generated from PAL->USA symbol reconciliation
# 2886 unique VA symbols
# Format: VA SymbolName
0x00100008 _start
0x001B0F18 _la_set_current_port_2
0x001B1270 _la_set_current_port_lock_2
0x001B1438 _la_set_current_port_new
0x001BAF48 _la_set_preview_info
0x001B2A30 la_load_processing
0x001B3338 progressive_bar
0x001B3530 la_mc_save_file_select
0x001B3990 la_save_confirm_overwrite
0x001B3B38 la_format_confirm
0x001B4208 la_end_confirm
0x001B4388 la_delete_processing
0x001B4480 la_game_loop
0x001B4E78 la_boot_memory_card_check
0x001B4EC0 la_boot_no_memory_card
0x001B4F58 la_scei_logo
0x001B5118 la_mc_preview_info
0x001B5158 la_mc_current_slot
0x001B5220 la_general_mc_confirm
0x001B5348 la_save_confirm_no_free_area
0x001B5448 la_format_processing
0x001B56D0 la_delete_confirm
0x001B5728 la_delete_confirm_complete
0x001B57B0 la_game_demo
0x001B5870 la_game_demo_pause
0x001B5958 la_switching_stage
0x001B5A10 keyconfig_reset
0x001B5C38 display_texture_fade_cancel_chk
0x001AFCC8 lt_init_textures_of_specified_property
0x001B6E58 init_layout_texture
0x001B7100 lt_prev_layout
0x001B7298 GetRealModelId
0x001B76F8 initSceneGObj
0x001B7F20 HotInitSceneObjects
0x001B7FE8 CreateLayoutedGObj
0x001B81A8 MoveNextStage_Clear
0x001C1F58 staffRollStart
0x001B8388 staffRollNameOut
0x001B84C8 staffRollMain
0x001B8720 InitAP1
0x001B8CE0 yAxisRotFitting
0x001B8EB0 fitToCol
0x001B94B0 walkMot
0x001B9638 rolling
0x001B99B0 calcSubMission
0x001BA090 updateMatrix
0x001BA2E0 resetPositionInfo
0x001BA330 AP1Geo
0x001BA530 AP1DL
0x001BA5E0 AP1Turn
0x001BA668 AP1MotReqForce
0x001BA6B0 AP1MotReq
0x001BA6F0 AP1JumpReq
0x001BA7E8 standMot
0x001BA838 rollingMot
0x001BA880 attackMotInit
0x001BA928 attackMot
0x001BA9B0 standAI
0x001BAB68 walkAI
0x001BB6B0 actAP1Start
0x001C56E0 GetAP1AIMode
0x001BB860 jumpAI
0x001BB8C0 SetActressLight
0x001BBB20 InitAttackCheckBoundaryManagerGeo
0x001BBE50 InitAttackCheckBoundaryGeo
0x001BBEC8 AttackCheckBoundaryDL
0x001BBF78 actAttackCheckBoundaryStart
0x001BBFE0 CreateAttackCheckBoundary
0x001BC0B8 GetFloorLeverGlobalHoldPoint
0x001BC130 FloorLeverTriStateGeo
0x001BC1A8 FloorLeverGeo
0x001BC438 FloorLeverDL
0x001BC530 WallLeverGeo
0x001BC870 CheckReadyAllSwitches
0x001C6850 landingSE
0x001BC9C8 initFallDown
0x001BCC18 execNormalMove
0x001BD138 execAutoMove
0x001BD278 AlignBox
0x001BD408 initWheels
0x001BD668 dispWheels
0x001BD770 getNearestPosition
0x001BDA70 onPathInitialize
0x001BE250 MoveFloatingBox
0x001BE558 avoidCharGObj
0x001BE6A8 execFloating
0x001BED00 _checkItemBreak
0x001BEE60 initLanding
0x001BEF58 execFallDown
0x001BF148 inertiaMove
0x001BF460 GetBoxHoldPoint
0x001BF6A0 _checkItemCollision
0x001BFFE8 ReInitBoxGeo
0x001C0538 BoxGeo
0x001C05D0 BoxDL
0x001C06A0 ExecBoxMoveStartReaction
0x001C0708 ExecBoxMoveEndReaction
0x001C0790 BoxGeoRestore
0x001C0870 SetSwitchState
0x001C08B8 SetFloorLeverWithNodePoint
0x001C09C8 InitFloorLeverGeo
0x001C0AE8 SetWallLeverWithNodePoint
0x001C0D60 initParentize
0x001C0DE0 getAlign
0x001C0E48 GetDistanceOfGObj
0x001C0EB0 moveXPlus
0x001C1038 moveZPlus
0x001C11C0 BoxRideFunc
0x001C1250 boy_dispClothes
0x001C1380 InitLightLineGeo
0x001C16A8 LightLineDL
0x001C1C48 synchronizeMotionOutputOriginForGirl
0x001C1DD8 BoyGeo
0x001C1EA8 boy_dispCrown
0x001C20A8 LightLineGeo
0x001C2170 SetBoyStonizedVisual
0x001C21B8 CageRideFunc
0x001C22F0 SetCageFixGeometry
0x001C2338 InitCageGeo
0x001C2760 HotInitCageGeo
0x001C28D0 CageGeo
0x001C2DF8 CageDL
0x001C2E28 GetCageChainPoint
0x001C2F20 CageFixGeo
0x001C2FA0 CageFixDL
0x001C2FF0 InitCandleGeo
0x001C3270 DeleteLayoutedCandleParticleEffect
0x001C3338 _deleteLayoutedCandleParticleEffect
0x001C33D8 ChandelierGeo
0x001C34C0 actClipCollisionCore
0x001C36E0 CreateClipCollisionManagerGObj
0x001C3720 RequestClipCollision
0x001C3760 clipColMan_thStart
0x001C3778 TestDispChainAnimation
0x001C3970 GetChainExWeightGlobalPos
0x001C48F8 SetChainExtendedWeight
0x001C4A28 GetClothAnimation
0x001C55F0 clipCylinderCollision
0x001C58C0 InitChains
0x001C5BA0 InitClothes
0x001C5FD0 DispClothMesh
0x001C6090 DispMeshWire
0x001C62D0 DispCloth4D
0x001C7FB0 getCloth4D_postProcess
0x001D35C8 GetCloth4DWithDetail
0x001C8478 InitCloth4D
0x001C8958 GetChainNodeGlobalQuaternion
0x001C8A00 MoveChainExtendedWeight
0x001C8A18 InitChainVelocity
0x001C8B20 DeleteChainExtendedWeight
0x001C8B60 ResetClothAnimation
0x001C8C40 GetChainExWeightGlobalQuaternion
0x001C8DE8 FSqrtInv
0x001C8EF8 tensionMoveNoReduce
0x001C8F50 tensionMove
0x001C8FB8 getCrossPoint
0x001C91B0 getCloth4D_PlaneClip
0x001C92D8 InitClothTestGeo
0x001C9338 draw
0x001C9640 drawHT
0x001C9B30 renderViewCoordZSphere
0x001CB928 DispGameOverEffect
0x001CBB98 InitGameOverEffect
0x001CBD88 StartGameOverEffect
0x001CBE20 StartQueenAttackEffect
0x001CBE88 _dispParam
0x001CC048 editParam
0x001CC470 dispXZYZCircle
0x001CC838 dispCircle2
0x001CCA70 setQ
0x001CCAC0 dispEffectToolField
0x001CCD98 EditTarget
0x001CCFD0 saveEffectData
0x001CD0B8 moveEffectToolGeometry
0x001CD2B0 execEffectTool
0x001CD490 exitEffectTool
0x001CD4D8 EffectTool
0x001CD9B0 setEnemyObject
0x001CDB28 dispEnemyObject
0x001CDE30 EnemyCheckHit
0x001CE028 CheckEnemyHit
0x001CE5F8 DisplayEnemy
0x001CE690 EnemyDL
0x001CE818 EnemySetfDisappear
0x001CE8F0 enemySetParticleDie
0x001CEA00 EnemyDeleteParticle
0x001CEB18 InitDemoMotionGeo
0x001CEB68 HotInitDemoMotionGeo
0x001CEBC0 RandomizeEnemy
0x001CEC88 ResetEnemyPositionInfo
0x001CED28 setEnemyStonizedVisual
0x001CED80 UpdatePointBlur
0x001CEF90 InitEnemyEye
0x001CF288 InitEnemyFootPrint
0x001CF548 ExecEnemyFootPrints
0x001CF6C0 EntryEnemyFootPrint
0x001CF770 DispEnemyFootPrints
0x001CF790 InitPointBlur
0x001CF8D0 DispPointBlur
0x001CF930 UpdateEnemyEye
0x001CF998 DispEnemyEye
0x001CFA38 moveDataElements
0x001DC0E8 playSEConditionID
0x001D0918 playEff
0x001D0FA8 executeSEPackageByGObj
0x001D1158 executeSEPackageWithNoGObj
0x001D13A8 execSE
0x001DD010 checkModelDataID
0x001D1468 execWeaponLightOff
0x001D17F8 GirlGeo
0x001D19C0 debugWireStringGirl
0x001D1B30 GirlForceFieldDL
0x001D1C78 InitGirlForceFieldGeo
0x001D20B8 _handManager
0x001D23E0 HandManager
0x001D2550 HoldItem
0x001D2650 avoidInsideOfWall
0x001D26C8 ReleaseItem
0x001D37C8 execBombGeo
0x001D3A30 ItemGeo
0x001D3DD8 ReviveAllCarryableItems
0x001D3E80 ReviveCarryableItemsWithBoundary
0x001D3F78 ReviveAllCarryableItemsWithRandomVelocity
0x001D40D8 StopItemExplodeAnimationAll
0x001D4170 ReviveAllCarryableItemsWithNonSleepFrame
0x001D4228 Draw2DLine
0x001D4358 Draw2DLineSeg_Loop
0x001D43F8 Draw2DLineG
0x001D45B0 _getLine
0x001D49C0 DrawLine
0x001D4A58 DrawLineG
0x001D4BD0 pursueNodeList
0x001D4CC8 InitMotionFile
0x001D4DE8 ResetDynamicMotionManager
0x001D4E30 ResetStatic2MotionManager
0x001D4E88 dispSquare2
0x001D56C8 avoidReverseInterpOnCurrentMatrix
0x001D5818 avoidReverseInterpOnCurrentMatrixWithLimit
0x001D83D8 EditRotEmphasys
0x001D8590 getFinalMatrix
0x001D8758 getFinalMatrixWithNaturalGeometry
0x001D88B8 _calcNaturalGeometry
0x001D8968 findActPoint
0x001D8C40 checkUpperWallState
0x001D8CF0 checkWallSideState
0x001D8E40 checkWallState
0x001D9BB8 checkCliffAndWallStateOfLastPlane
0x001D9C58 checkCliffAndWallStateAtJump
0x001D9CB0 dispActNode
0x001D9E10 dispLastNode
0x001D9E90 _wallHitReaction
0x001DA360 _wallCollisionPreProcess
0x001DA610 setIKAndAdjustRootHeight
0x001DADF0 landingFieldAction
0x001DAF30 floorFitting
0x001DB000 rootUpdateXZ
0x001DC558 adjustSideWall
0x001DC720 checkSideWall
0x001DC938 checkWallUpperWall
0x001DC998 calcWallFittingGeometry
0x001DCAC8 rootUpdateHang
0x001DD1F0 rootUpdateSwim
0x001DD668 avoidSideAdjustWall
0x001DD7A8 rootUpdateStepSolution
0x001DE250 rootUpdateTrueMotion
0x001DE428 rootUpdateDirectPlay
0x001DE6B8 rootUpdateNodeFix
0x001DE8D0 rootUpdateY
0x001DEF20 rootUpdateFly
0x001DF150 rootUpdateEnemyFly
0x001DF368 _getGeometryOfMotion
0x001DF8C0 execPositionReserver
0x001DFBC8 GetGeometryOfMotion
0x001E00F8 GetMatrixOfMotion
0x001E0708 motMan_getInitialMatrix
0x001E0808 dispSkelton
0x001E0860 SkelTest
0x001E08B8 SkelTestGeo
0x001E0988 ResetMotionProgramInterpInfo
0x001E09F8 SetDirectMotionProgramInterpInfo
0x001E0A78 getFinalMatrixCore
0x001E0B58 pursueNaturalGeometry
0x001E0C08 GetWallVector
0x001E0C38 upperFieldCheck
0x001E0C98 getGeometryOfMotion
0x001E0D50 orientDebug
0x001E10F0 GetMotionPlaySpeedRatio
0x001E1728 sendStateMail
0x001E1ED8 shiftMotionOrientEndFunc
0x001E1FD8 shiftMotionOrientBeginFunc
0x001E2380 normalMotionShift
0x001E26A0 parallelMotionShift
0x001E29E8 SetMotionRequest
0x001E2D68 getNodeBlendedFloatingMotion
0x001E39E8 getShapeGeometry
0x001E3E20 getStreamShapeGeometry
0x001E3FC8 ExecMotionOrient
0x001E4180 SetNodeRotationLimitDataTable
0x001E45E0 CopyBlendMotionDataSource
0x001E4728 SetParallelMotionTable
0x001E4798 InitMotionOrient
0x001E4868 ExecuteSlipProc
0x001E4D90 dispMotFrameProgress
0x001E5848 modeMessage
0x001E5AF8 lookAtTest
0x001E5F78 MotionViewer
0x001E6788 MoveColTestGeo
0x001E6968 InitMoveColTestGeo
0x001E69D8 InitMultiBgaManager
0x001E6B70 DispMultiBgaManager
0x001E6CA0 DispMultiBgaManagerWithKind
0x001E6D68 setParticleEffectGeometry
0x001E80D8 dispParticleEffect
0x001E83F8 SetParticleEffectByPartition
0x001E8810 ResetParticleEffectPackages
0x001E8930 SetParticleEffectPackage
0x001E8A60 DispParticleEffects
0x001E8AB8 DeleteParticleEffect
0x001E8B68 SetParticleEffectActiveSensing
0x001E8BF0 DeleteParticleEffectsByPackage
0x001E8D70 GetParticleIDWithName
0x001E8E10 ParticleEffects_SetAllGoal
0x001E8EB8 InitParticleLayoutGeo
0x001E8F38 InitRopeGeo
0x001E93E8 HoldRope
0x001E9588 ropeGeo
0x001E9630 RopeDL
0x001E9810 RopeGeo
0x001E9888 RopeFixGeo
0x001E9920 moveEndSE
0x001E9980 GetRotObjectHoldPoint
0x001E9A78 MoveRotObjectWithHoldPoint
0x001E9DF8 GetRotObjectGlobalHoldGeometry
0x001EA030 RotObjectDL
0x001EA128 GetRotObjectZPlusDirection
0x001EA278 InitSpiderLayoutGeo
0x001EA3E0 WakeUpLayoutedSpiders
0x001EA480 CallSpidersToReviveEnemy
0x001EA5E8 SpiderLayoutGeo
0x001EA9C8 DispAllMemberOfSpider
0x001EACE8 SetSpiderGroupReviveStatus
0x001EAD28 DeadAllSpiders
0x001EADA0 GetAliveSpiders
0x001EAE90 GetNearestOfLayoutSpiders
0x001EAFC0 CheckSpidersInsideOfReviveRange
0x001EB0C0 RestoreSpiderLayoutExtGeo
0x001EB178 MemorySpiderLayout
0x001EB238 WakeUpSpidersFromGenerator
0x001EB310 DeleteAllSpidersOfLayoutGroup
0x001EB3A8 SleepSpiderGroup
0x001EB488 EntrySpiderGroupManager
0x001EB5C8 tryToRevive
0x001EBA40 DispAllSpiderGroups
0x001EBB10 getReviveEnemyGObj
0x001EBE48 blur
0x001FBC48 makeFullScreenFlareAfter
0x001EE860 depthField
0x001EF118 calcSun
0x001EF398 dispPostInfo
0x001EF508 dispFeedInfo
0x001EF770 FullScreenEffectAfter
0x001EF8E8 InitStaticBlur
0x001FD530 SetStaticBlur
0x001EF9A8 SetDepthFadeParam
0x001EF9E0 _initStaticBlur
0x001EFA60 InitStormPackage
0x001EFD18 ClipStormByVolume
0x001EFEE0 ClipStormByCamera
0x001F0098 UpdateStormPackage
0x001F0260 DispStormPackage
0x001F0568 InitStormTestGeo
0x001F0878 ClearStreamMotionEntry
0x001F08D8 _deleteStreamMotionManager
0x001F0B20 _transRingBuf
0x001F0BC8 ExecStreamMotionManager
0x001F0DA8 MallocStreamMotionBuffer
0x001F0E40 StandbyStreamMotion
0x001F0F98 DeleteStreamMotionManager
0x001F1168 FreeStreamMotionBuffer
0x001F11A0 ClearAllStreamMotionEntry
0x001F1330 SugiLeafGeo2
0x001F1508 SugiLeafDL2
0x001F16A0 InitSugiLeafGeo
0x001F16F8 SugiLeafGeo
0x001F17B0 InitSugiLeafGeo2
0x001F1838 torchOffSE
0x001F1868 LightTorchOn
0x001F19F0 LightTorchOff
0x001F1AD8 moveTorch
0x001F1B98 CheckTorchChainReactionReverse
0x001F2250 UpdateRealTimeGeometryValue
0x001F2320 actWaySystemCore
0x001F2370 waySysMan_thStart
0x001F2390 torchOffOfWeaponSE
0x001F23D8 ReleaseWeaponWithFumbleTargetPos
0x001F2500 ReleaseWeaponWithFumbleSequential
0x001F28F8 calcDynamicPathGeometry
0x00201338 calcDynamicGeometry
0x001F3188 getGeometry
0x001F3308 WeaponCurPos
0x001F3390 checkHit
0x001F34C8 initializeQueenzSword
0x001F3A28 dispInsectNet
0x001F3F58 PickupWeapon
0x001F40D8 LightTorchOnOfWeapon
0x001F41C8 LightTorchOffOfWeapon
0x001F4250 ReleaseWeaponWithFumble
0x001F4318 SetWeaponTorchChainReactionFlagAll
0x001F44E0 InitWindField
0x001F4668 drawSenpuukiHaneUnit
0x001F4800 drawSenpuuki
0x001F4950 ExecWindField
0x001F4BE0 GetWindVector
0x001F4C18 getParallelWindVector
0x001F4DE8 drawLines
0x001F5068 ReinitWindManager
0x001F5140 SetWindManager
0x001F51C0 InitWindManager
0x001F5378 DispWireLetter
0x001F54D0 DispWireString
0x001F55D8 DefaultColorWireString
0x001F5608 ChangeColorWireString
0x001F5620 Draw2DBox
0x001F5700 outerProcess
0x001F5828 simulate
0x001F5B58 getAnimation
0x001F5D60 disp
0x001F60D8 GetWormRoute
0x001F62E8 InitWormGeo
0x001F66A0 GetWormCaptureVector
0x001F66F0 WormGeo
0x001F69B8 SetDirectWormTargetPos
0x001F6AA0 TraceWormRoute
0x001F6C20 dma_init
0x001F6C88 matrix_init
0x001F6CB0 mallocseki
0x001F6D90 freeseki
0x001F6DB8 mallocsekistage
0x001F6E00 reallocseki
0x001F6E28 bga_InitData
0x001F71D0 bga_initLightEnvelope
0x00208058 bga_GetGizmoMotion
0x001F88C0 _RotTransCurrentMatrixYXZ
0x001F9DD8 bga_addLightning
0x001FA030 bga_DispLightning
0x001FA598 bga_GetCameraMatrix
0x001FA5E0 bga_InitSdfCamera
0x0010A00C bga_GetZoom
0x001FAAB0 font_CheckAlign
0x001FB478 font_GetWidth
0x001FB4C8 dl_Init
0x001FB658 dl_Swap
0x001FB9F8 dl_Out
0x001FBB48 dpk_SwapBuffer
0x001FBC18 dpk_CheckBufferSize
0x001FC048 add_gobj_to_tailCameraDL
0x001FC168 isysGObjMoveCameraDL
0x001FC1A0 isysGObjLinkCameraDL
0x001FC2E0 isysGObjMoveCameraDLHead
0x001FC460 isysObjMoveCameraDLAfterGObj
0x001FC4C0 isysObjMoveCameraDLBeforeGObj
0x00200970 GetSofaPosition
0x002009F0 GetCollisCenterPositionSimple
0x00200A98 CheckWallAttributeEdegWall
0x00200AD8 DetourCheck
0x002116D0 checkPositionIllegal
0x00201D50 ACTWay_IsMustWalkFromWay
0x00201DE0 actChangeActBrain
0x00201E70 actChangeActMain
0x00201F38 actCreateMotionThread
0x00201FC0 after_func_exec
0x00202148 actInitialize_ext_charcter
0x002025E0 act_check_intr_list
0x002027C8 act_check_mail
0x00203130 ACTDebugMove
0x00203A10 ACTReserveTarget
0x00203A58 _ACTRun
0x0013C5AC actSetInterrupt
0x002148D8 ActSetStartBrainStatus
0x00203CD0 actWaitCondition
0x00203D90 BeforeFunc2
0x00203EE8 actDummy
0x002040C0 seMailTargetDistCheck
0x00204160 add_wp_pos
0x00204200 WayLengthOfPos_Pos
0x00204410 WayPointWithRangeFromPos
0x002047E0 WayPointWithRangeFromPos2
0x00204D70 NearestEnemyFromGirl
0x00204E98 CopyWpPos
0x00204F58 WayLengthOfGObj_Pos
0x00204FA8 WayLengthOfGObj_GObj
0x00205000 WayPointWithRangeFromGObj
0x00205080 CreateTempWayGroup
0x00205400 CreateWayGroup
0x00205498 DeleteWayGroup
0x00205518 CloseWayGroup
0x00205548 CreateWayPoint
0x00205670 InsertWayPointAfter
0x002056A8 DeleteWayPoint
0x002057C8 WayGroup_next
0x00205808 WayBridge_begin
0x00205860 WayBridge_next
0x002058B8 WayBridgeAll_begin
0x00205900 WayBridgeAll_next
0x002059F8 WayPoint_begin
0x002166B8 WayPointList_next
0x00205AD8 waypoint_bidirectional_list
0x00205B50 CheckWayGroupActive
0x00205CD0 wayTool_group_select
0x00206208 quick_load_wpfile
0x00206328 ExtractWayData
0x00206568 wp_print_out
0x00206878 draw_way_group
0x00206A90 way_toolDL
0x00206D18 debug_WayTool
0x002070B0 quick_save_wpfile
0x00207168 cursor_control
0x002071E8 actDejaChk
0x00207768 actDejaAfter
0x002079D8 actDeja
0x00207A88 actEnemySleep
0x00207AB0 actE3WarningChk
0x00207C48 actE3Title
0x00207DF0 actE3TitleChk
0x00218E50 actE3Inst1Chk
0x00208228 actE3Capsule
0x002083B0 actE3CapsuleDemoCancel
0x00208550 actE3CapsuleDemo
0x00208740 actE3St13cInit
0x00208780 actE3CageFall
0x00219840 actE3CageFallDemo
0x00209190 actE3St09aSekizoChk
0x00209440 actE3GateChk
0x002095B8 actE3GateDemo
0x00209AB0 actE3St01bInit
0x00209B78 actE3Inst1
0x00209C30 actE3Door
0x00209CC8 actE3CageFallReady
0x00209DD0 actE3St13cGene1
0x00209E88 actE3St13cGene2
0x0020A0A0 actE3St01bGene2
0x0020A200 actE3Gate
0x0020A2D0 actE3CapsuleChk
0x0020A360 actE3CapsuleDemoEnd
0x0020A430 actE3DoorMain
0x0020A468 actE3DoorSwitch
0x0020A4C0 actE3DoorUp
0x0020A578 actE3St13cIntroChk
0x0020A5F8 actE3CageFallReadyChk
0x0020A668 actE3St01bEneChk
0x00212AC8 actE3St09aBrgMain
0x0020A8C0 actConte14_1
0x0020AB70 actEndDemo02
0x0020B028 actConte14_6
0x0020B138 actEndDemo07
0x0020B228 actConte14_7
0x0020BBF0 actStaff2Demo
0x0020C3A0 actConte14_14
0x0020C868 actEndDemo04
0x0020C9B8 actEndDemo05
0x0020CA30 actEndDemo11
0x0020CAB8 actEndDemo12
0x0020CB40 actEndDemo13
0x0020CEE0 actEndDemo01Chk
0x0020CF80 actEndDemo02Chk
0x0020D090 actConte14_3
0x0020D190 actConte14_4
0x0020D208 actEndDemo05Chk
0x0020D238 actConte14_5
0x0020D2F0 actEndDemo06Chk
0x0020D418 actConte14_10_Jimaku
0x0020D5D8 actConte14_11
0x0020D690 actConte14_12
0x0020D748 actStaff1Chk
0x0020D770 actStaff2Chk
0x0020D370 actStaff3Chk
0x0020D940 actTitleCamera2
0x0020E108 actTitleReadTimeDemo0
0x0020E8C8 actOpDemo01_2
0x0020EA00 actOpDemo01_2Chk
0x0020ED30 actOpDemo02
0x0020F1E0 actOpDemo03Chk
0x0020F688 actOpDemo03
0x0020F7A0 actSt26aConte01_1_newgame
0x0020F910 actSt24aConte01_2_Jimaku
0x0020FB00 actSt00aEnd
0x00221340 actSt00aEneChk
0x0020FE60 actSt00aDoor2
0x0020FF68 actSt00aDoor2UpChk
0x00210100 actSt00aDoor2DownChk
0x002103A0 actSt00aDoor1UpChk
0x00210530 actSt00aDoor1DownChk
0x00210738 actSt00aEnemy1
0x002107E0 actSt00aEnemy2
0x00210870 actSt00aStair
0x00210980 actSt00aAtr2Chk
0x002109E8 actSt00aDoor2UpEffect
0x00210DF0 actSt01bEneChk
0x002110F0 actSt01bSekizo
0x00211290 actSt01bEnemy2
0x00211338 actSt01bEnemy3
0x002113C8 actSt01bEnemy4
0x00211620 actSt01bWayOnChk
0x00211780 actSt02aInit
0x002118D8 actSt02aDoorUpChk
0x00211A60 actSt02aDoorDownChk
0x00211BE8 actSt02WaterFallBoySplashCheck
0x00211D18 actSt02aWaterFallReflactionEffect
0x00212008 actSt02aGondolaUp
0x00212260 actSt02aBox
0x00212348 actSt02aGondola
0x00212470 actSt02aWaterFall
0x00212510 actSt02aBoxEvent2
0x002126F8 actSt02aSekizo
0x00212760 actSt02aWay
0x00212808 actSt02aTakiWay
0x00212AF8 actSt02aFenceSwitch
0x00212C58 actSt02aGondolaSwitch
0x00212D00 actSt02aEneChk
0x00212D78 actSt02aWayOnChk
0x00212E50 actSt02aWayOffChk
0x00212F30 actSt02aTakiWayOnChk
0x00212FE8 actSt02aTakiWayOffChk
0x002130A8 actSt02aSecretItemChk
0x002130F8 actSt03tSwitchL
0x002251F0 actSt03tSwitchLUpChk
0x00213888 actSt03tSwitchRUpChk
0x00213A20 actSt03tBoxA
0x00213AD0 actSt03tBoxB
0x00213B88 actSt03tInit
0x0021E830 actSt03tGirlUp
0x00213C50 actSt03tSekizo
0x00225D08 actSt03tGirlPos
0x00213E90 actSt03tGirlCamStartChk
0x00214040 actSt03tEneChk
0x00214110 actSt03tWayOnChk
0x002141C8 actSt03tWayOffChk
0x00215108 actSt04aConte06Jimaku
0x00215E38 actConte09Jimaku
0x00217658 actSt04aTorch1Chk
0x002179F8 actSt04aGateL
0x00217AA0 actSt04aGateR
0x00217B48 actSt04aTorchXL
0x00217B88 actSt04aGateOpen2
0x0022A680 actSt04aModel
0x00217DA8 actSt04aEnvSe
0x00217FF8 finishCallBackFunc
0x002180C8 actSt04aGateOpen2ReadyChk
0x00218188 actSt04aEnvSeWakare2
0x002182B0 actConte09_3Jimaku
0x00218518 actSt04bEnd
0x00218560 actSt04bSekizoChk
0x0022B408 actSt04bEne1Chk
0x00218950 actSt04bCrest01XL
0x00218A20 actSt04bMonyoDoorXL
0x00218A80 actSt04bSekizo
0x00218BB8 actSt04bEnemy1
0x00218CF8 actSt04bBallXL
0x00218D60 actSt04bSolarXL
0x00218E90 actSt04cDoorDownChk
0x0022BCA0 actSt04lDoorChk
0x00219100 actSt04cSolarXL
0x00219270 actSt04cDoorDown
0x00219478 actSt04cWaterXL
0x002194D8 actSt04cDoorDownEffect
0x002195F0 actSt04cEneChk
0x00219738 actSt04dDoor1
0x00219998 actSt04dDoor1DownChk
0x0021A248 actSt04eWater
0x0021A4D0 actSt04cInit
0x0021A980 actSt04eInit
0x0021AD40 actSt04lCrest02
0x0021B750 actSt04lRope1Chk
0x0021BEB0 actSt04lSekizoChk
0x0021C4C8 actSt04lMonyou02Chk
0x002311C0 actSt04lOri2Chk
0x0021D560 actSt04lCrest01
0x0021D698 actSt04lC1Ball
0x0021D8C0 actSt04lStair
0x00219150 actSt04lRope1
0x0021DE78 actSt04lTuri
0x0021DF18 actSt04lOri
0x0021E128 actSt04lGondola
0x0021E738 actSt04lC2BallXL
0x0021E7B8 actSt04lC3BallXL
0x0021ECB0 actSt04lTorch3_1XL
0x0021ED40 actSt04cDoorInit
0x0021EE70 actSt04dEnemy1
0x0021EEF8 actSt04dEnemy3
0x0021EF60 actSt04eSolarBeam
0x0021F308 actSt04lBrg1WayChk
0x0021F350 actSt04lBrg2WayChk
0x0021F3B8 actSt04lTuriChk
0x0021F588 actSt04lSwordChk
0x0021F828 actSt05cInit
0x002200E0 actSt04rCrest02
0x002342C8 actSt04rCrest2Main
0x00234650 actSt04rSolarBeamChk
0x00234830 actSt04rStairSub
0x0021E940 actSt04rTorch2_1
0x0021F5B0 actSt04rTorch2_1Chk
0x00224300 actSt05bCrest01XL
0x00224400 actSt05bSekizoChk
0x00224708 actSt05bDoorXL
0x002249F8 actSt04rDoorDownChk
0x002250B8 actSt05cEnemy1
0x00225308 actSt05cEneChk
0x00225480 actSt05dDoor2UpChk
0x002255E0 actSt05dDoor2DownChk
0x00225C60 actSt05eWater
0x0023A9D8 actSt05eWaterFlagOn
0x0023AA90 actSt05eWaterStopSub
0x0023AB90 actSt06aSuimon
0x00226300 actSt06aDoorUpChk
0x00226478 actSt06aDoorDownChk
0x00226C70 actSt06aBox
0x00226D08 actSt06aBox2
0x00226F28 actSt06aWallWay
0x002270A8 actSt06aStatue
0x0023C908 actSt06aSuimonEffect
0x0023CE38 actSt06aExitChk
0x00227868 actSt06aBox2Chk
0x002278E0 actSt06aBox3Chk
0x00227940 actSt06aBallDeleteChk
0x002279B0 actSt06aBoxEvent2InChk
0x00227A48 actSt06aBoxEvent2OutChk
0x00227C70 actSt06aWallWayOnChk
0x00227D18 actSt06aWallWayOffChk
0x00227F10 actSt06aTreeChk
0x00227FD8 actSt06aKyomiOnChk
0x002280B8 actSt06aKyomiOffChk
0x00228260 actSt07aEnd
0x00228988 actSt07aTsuroChk
0x00229348 actSt07aEne
0x00229430 actSt07aEneChk
0x00236588 actSt07aGene1
0x00229588 actSt07aChan
0x0022D2B8 actSt07aChanChain
0x00229890 actSt07aGene2
0x002297D8 actSt07aGene2_1
0x0023F960 actSt07aChanChainChk
0x00229D30 actSt07aChanMot
0x00229D88 actSt07aChanWay1
0x00229E48 actSt07aTsuroConte
0x00229F30 actSt07aIntroChk
0x00229FF0 actSt07aEne2Chk
0x0022A398 actSt08aDoor
0x0022A838 actSt08aInit
0x0022A940 actSt08aIntroChk
0x0022AD90 actSt08bKurenLeft
0x0022AEA8 actSt08bKurenRight
0x0022B5A0 actSt08bKurenMain
0x0022B5E8 actSt08aGirlYoro
0x0022B878 actSt09aInit
0x0022B8B8 actSt09aElvDown
0x0022BB98 actSt09aElv
0x0022BD58 actSt09aElvSwitch
0x0022BDF0 actSt09aElvUp
0x0022BFE8 actSt10lInit
0x0022C060 actSt10lFloorLeft
0x0022C2D0 actSt10lFloorRight
0x0022CBD8 actSt10lGondola
0x0022CC88 actSt10lSekizo
0x0022CD58 actSt10lEnemy1_2
0x0022D3C8 actSt10lGateXL
0x0022D650 actSt10lBoxChk
0x0022D6C0 actSt10lBoxAChk
0x0022D8F8 actSt10rInit
0x0022E220 actSt10rFenceDownChk
0x0022E398 actSt10rFenceUpChk
0x0022CAC8 actSt10rChain
0x0022EA78 actSt10rSekizo
0x0022EC70 actSt10rElv
0x0022ED98 actSt10rExitChk
0x0022EF00 actSt10rEneChk
0x0022F130 actSt13aElevDown
0x0022F360 actSt13aSekizoChk
